filename	batch	tank	wtKITA1	nwtKITA1	wtKITA5	nwtKITA5	arid5b_dich	index	wt_guide	Intestine_area	Food_fluo	Food_area	AutoFlo	AutoFloProb_1	AutoFloProb_2	tod	n	f_batch	Food_fluo_cat	Food_fluo_cat_all	Length_1_1	Area_1_1	Border_1_1	Border_size_1_1	BodyPigm_Total_1_1	BodyPigm_Average_1_1	BodyPigm_Stdev_1_1	Length_1_4	Area_1_4	Border_1_4	Border_size_1_4	BodyPigm_Total_1_4	BodyPigm_Average_1_4	BodyPigm_Stdev_1_4	Length_1_7	Area_1_7	Border_1_7	Border_size_1_7	BodyPigm_Total_1_7	BodyPigm_Average_1_7	BodyPigm_Stdev_1_7	Length_1_10	Area_1_10	Border_1_10	Border_size_1_10	BodyPigm_Total_1_10	BodyPigm_Average_1_10	BodyPigm_Stdev_1_10	Date	length	dorsal_area	lateral_area	qRNA	line	diet	Exp	date	filename9	filename10	overfeeding	cholesterol	glucose	VAST	plate	Imaged	age	length_Res	dorsal_area_Res	lateral_area_Res	Intestine_area_Res	Food_area_Res	Food_fluo_Res	intlength	intlength_Res	intdorsal_area	intdorsal_area_Res	intlateral_area	intlateral_area_Res	intIntestine_area	intIntestine_area_Res
ABs_CD15_08dpf_vast01_plate01_arid5b_210629_1500_W_D06	10	22	.59893993	.40106007				AY041	k5	2963	12973.956	455	0	.00379494	.99620503	7	47	3	4	3	4173.2619	978056.03	0	0	1.500e+09	7325.6619	17640.859	4096.6194	1323634	0	0	1.475e+09	7202.3455	15283.289	4241.4555	974885.86	0	0	1.516e+09	7403.6747	17838.248	4102.0875	1311940.3	0	0	1.459e+09	7123.9803	15194.376	11/30/2021 11:19	4173.2619	978056.03	1323634		ABs	CD15	arid5b	210629	W	D06	1	0	0	1	1	1	8	173.06099	-83471.641	-51582.386	-2143	322.5	7253.5019	.99290815	.99290815	-.19032227	-1.5059677	.23872252	-.6020065	-1.3728103	-1.2603388
ABs_CD15_08dpf_vast01_plate01_arid5b_210629_1500_W_D07	10	22	1	0				AY049	k5	6033	6879.5345	191	0	.02784784	.97215217	7	53	3	3	2	3768.5402	951109.62	0	0	1.311e+09	6401.4251	15675.271	3637.0518	1289749.1	0	0	1.413e+09	6897.3528	14845.691	3950.9855	985802	0	0	1.337e+09	6526.3427	15703.596	3648.0662	1281135.9	0	0	1.406e+09	6863.0673	14798.232	11/30/2021 11:19	3768.5402	951109.62	1289749.1		ABs	CD15	arid5b	210629	W	D07	1	0	0	1	1	1	8	-231.66068	35652.068	137364.92	927	58.5	1159.0801	-1.2603388	-1.2603388	-.71971886	.54623318	0	1.6729374	.4921101	.71971886
ABs_CD15_08dpf_vast01_plate01_arid5b_210629_1500_W_D08	10	22	.97173614	.02826386	.05887001	.94112999	0	AY057	k5	5560	5251.634	126	0	.00528365	.99471635	7	58	3	2	2	4107.3953	1018161.6	0	0	1.367e+09	6672.7598	15749.062	3985.8485	1327193	0	0	1.398e+09	6827.945	14686.059	4207.6905	1045437	0	0	1.392e+09	6798.5739	15815.347	4023.1048	1326714.5	0	0	1.395e+09	6813.7033	14652.132	11/30/2021 11:19	4107.3953	1018161.6	1327193	1	ABs	CD15	arid5b	210629	W	D08	1	0	0	1	1	1	8	107.19447	-19593.834	-11758.548	454	-6.5	-468.82037	.43939223	.43939223	.28768888	-.28768888	.28768888	-.19032227	.19032227	.28768888
ABs_CD15_08dpf_vast01_plate01_arid5b_210629_1500_W_E05	10	21	.95444384	.04555616	0	1	0	AY035	k5	3113	661.54458	0	0	2.552e-13	1	7	57	3	1	1	3904.7526	992142.33	0	0	1.280e+09	6250.3476	15088.181	3887.0042	1186001	0	0	1.258e+09	6142.4694	13958.913	4065.2681	954848.02	0	0	1.277e+09	6237.544	15349.114	3886.5118	1205231.3	0	0	1.253e+09	6119.2542	13728.492	11/30/2021 11:20	3904.7526	992142.33	1186001	1	ABs	CD15	arid5b	210629	W	E05	1	0	0	1	1	1	8	-95.448259	27523.679	-41379.259	-1993	-132.5	-5058.9098	-.33735533	-.33735533	-.04731252	.38786869	-.65971933	-.4921101	-1.2603388	-1.1618829
ABs_CD15_08dpf_vast01_plate01_arid5b_210629_1500_W_E06	10	21	.93772194	.06227806	0	1	0	AY042	k5	3890	5508.9632	155	0	.0270113	.97298878	7	68	3	2	2	3802.2013	995940.55	0	0	1.366e+09	6668.1404	15927.362	3730.9863	1269352.4	0	0	1.350e+09	6593.2703	14311.918	3819.0831	989390.87	0	0	1.368e+09	6678.4886	16045.114	3792.1158	1265643.9	0	0	1.340e+09	6541.1061	14258.175	11/30/2021 11:20	3802.2013	995940.55	1269352.4	1	ABs	CD15	arid5b	210629	W	E06	1	0	0	1	1	1	8	-197.99958	68334.205	98435.023	-1216	22.5	-211.49118	-.91824509	-.91824509	0	1.0735624	-.09473124	1.2603388	-.6020065	-.65971933
ABs_CD15_08dpf_vast01_plate01_arid5b_210629_1500_W_F05	10	22	1	0				AY036	k5	3509	3366.1645	44	0	.32024255	.67975748	7	52	3	2	1	3891.7409	971267.09	0	0	1.236e+09	6034.2762	14880.846	3887.0042	1179301.8	0	0	1.264e+09	6171.2079	14236.62	3912.9432	975274.66	0	0	1.235e+09	6028.8188	14832.009	3812.9896	1174426.9	0	0	1.255e+09	6127.853	14180.874	11/30/2021 11:20	3891.7409	971267.09	1179301.8		ABs	CD15	arid5b	210629	W	F05	1	0	0	1	1	1	8	-108.45992	11344.537	-40914.501	-1597	-88.5	-2354.2898	-.38786869	-.38786869	-.33735533	.14236406	-.84837993	-.43939223	-1.0735624	-.99290815
ABs_CD15_08dpf_vast01_plate01_arid5b_210629_1500_W_F06	10	22	.95374853	.04625147	0	1	0	AY043	k5	3883	8022.2694	285	0	.00235579	.99764425	7	61	3	3	2	3828.8905	886898.8	0	0	1.194e+09	5828.8418	15025.205	3829.0038	1183249.5	0	0	1.254e+09	6125.4773	14025.716	3812.7229	882352.91	0	0	1.196e+09	5840.3542	15081.77	3834.5922	1180049.4	0	0	1.247e+09	6087.7141	13966.242	11/30/2021 11:20	3828.8905	886898.8	1183249.5	1	ABs	CD15	arid5b	210629	W	F06	1	0	0	1	1	1	8	-171.31031	-50340.098	-2362.4918	-1223	152.5	2301.815	-.7824294	-.7824294	-1.1618829	-.84837993	-.71971886	-.09473124	-.65971933	-.71971886
ABs_CD15_08dpf_vast01_plate01_arid5b_210629_1500_W_G06	10	21	.95611713	.04388287	0	1	0	AY044	k5	2774	573.52923	0	1	.99999964	3.431e-07	7	59	3	1	1	3775.1847	966930.54	0	0	1.222e+09	5968.2103	14605.341	3749.9279	1140900.9	0	0	1.203e+09	5875.8238	13612.603	3790.4119	952724.61	0	0	1.227e+09	5991.1378	14756.574	3751.2635	1142246.7	0	0	1.199e+09	5852.8215	13543.7	11/30/2021 11:20	3775.1847	966930.54	1140900.9	1	ABs	CD15	arid5b	210629	W	G06	1	0	0	1	1	1	8	-225.01614	49074.88	-15141.696	-2332	-132.5	-5146.9251	-1.1618829	-1.1618829	-.43939223	.91824509	-1.1618829	-.23872252	-1.5059677	-1.3728103
ABs_CD15_08dpf_vast01_plate01_arid5b_210629_1500_W_G07	10	21	1	0				AY052	k5	5069	8679.6713	234	0	.01015078	.98984921	7	67	3	3	2	3796.321	951468.51	0	0	1.325e+09	6471.58	15832.824	3607.6387	1203795.8	0	0	1.353e+09	6607.4733	14857.908	3791.1219	953083.5	0	0	1.311e+09	6403.746	15688.794	3595.569	1206098.6	0	0	1.362e+09	6650.1149	14889.222	11/30/2021 11:20	3796.321	951468.51	1203795.8		ABs	CD15	arid5b	210629	W	G07	1	0	0	1	1	1	8	-203.87985	25984.439	36115.952	-37	101.5	2959.2169	-.99290815	-.99290815	-.65971933	.33735533	-.43939223	.43939223	0	.09473124
ABs_CD15_08dpf_vast01_plate01_arid5b_210629_1500_W_H07	10	22	1	0				AY053	k5	5671	8331.2679	233	0	.03011866	.9698813	7	69	3	3	2	3932.5788	1007873.5	0	0	1.621e+09	7913.1792	18512.186	3908.1327	1311342.2	0	0	1.509e+09	7366.2963	15755.895	3937.743	996329.35	0	0	1.619e+09	7907.0084	18610.804	3924.5245	1312837.5	0	0	1.530e+09	7471.2248	15924.518	11/30/2021 11:20	3932.5788	1007873.5	1311342.2		ABs	CD15	arid5b	210629	W	H07	1	0	0	1	1	1	8	-67.622015	33211.971	68641.317	565	100.5	2610.8135	-.19032227	-.19032227	.19032227	.4921101	.19032227	.71971886	.33735533	.38786869
ABs_CD15_08dpf_vast01_plate01_arid5b_210715_1000_W_A01	11	23	.97310395	.02689605	0	1	1	AY058	k1	6820	12786.52	374	0	.00139247	.99860758	2	1	1	4	3	3910.7069	1056442.9	1	10	1.613e+09	7874.3527	18059.808	3869.0198	1438388.1	1	11	1.634e+09	7978.4495	16434.22	3808.9049	1063830	1	11	1.611e+09	7866.5819	17979.681	3857.7021	1449483.6	1	2	1.658e+09	8094.015	16560.006	11/30/2021 11:20	3910.7069	1056442.9	1449483.6	5	ABs	CD15	arid5b	210715	W	A01	1	0	0	1	1	1	8	-89.493952	70206.178	160825.15	252.3	-21.8	-591.75061	-.28768888	-.28768888	.71971886	1.1618829	1.2603388	2.3481302	.84837993	.23872252
ABs_CD15_08dpf_vast01_plate01_arid5b_210715_1000_W_B02	11	23	1	0	0	1	1	AY065	k1	5249	10572.878	215	0	.00893257	.99106747	2	9	1	4	3	3811.86	893747.56	0	0	1.302e+09	6358.4823	16152.264	3675.1994	1244170.5	0	0	1.348e+09	6580.1144	14577.464	3932.7766	904454.35	0	0	1.334e+09	6511.9218	16359.405	3686.0024	1241718.1	0	0	1.342e+09	6550.5541	14578.2	11/30/2021 11:20	3811.86	893747.56	1244170.5	5	ABs	CD15	arid5b	210715	W	B02	1	0	0	1	1	1	8	-188.34088	-56813.794	9935.3189	-1318.7	-180.8	-2805.3923	-.84837993	-.84837993	-1.0735624	-.99290815	-.19032227	.09473124	.09473124	-.7824294
ABs_CD15_08dpf_vast01_plate01_arid5b_210715_1000_W_B03	11	23	.92496282	.07503718	0	1	1	AY069	k1	3749	6595.7244	192	0	.04086711	.95913291	2	13	1	3	2	3735.6406	859384.16	0	0	1.222e+09	5968.3858	15409.84	3560.9794	1106178.6	0	0	1.237e+09	6041.1293	14119.013	3549.4884	848617.55	0	0	1.207e+09	5895.8764	15353.515	3539.5024	1115838.6	0	0	1.252e+09	6112.1595	14193.411	11/30/2021 11:20	3735.6406	859384.16	1106178.6	5	ABs	CD15	arid5b	210715	W	B03	1	0	0	1	1	1	8	-264.56022	-63668.495	-86091.679	-2818.7	-203.8	-6782.5458	-1.5059677	-1.5059677	-1.6729374	-1.0735624	-1.3728103	-1.0735624	-.84837993	-2.3481302
ABs_CD15_08dpf_vast01_plate01_arid5b_210715_1000_W_C01	11	23	.42354562	.57645438	1	0	0	AY060	k1	6321	14140.116	439	0	.00066331	.99933666	2	7	1	4	4																																	1	ABs	CD15	arid5b	210715	W	C01	1	0	0	1	1	1	8				-246.7	43.2	761.84597							.71971886	-.09473124
ABs_CD15_08dpf_vast01_plate01_arid5b_210715_1000_W_C03	11	23	.93631795	.06368205	0	1	1	AY070	k1	4857	12510.967	402	0	.00098789	.99901211	2	3	1	4	3	3955.4339	977308.35	0	0	1.372e+09	6700.5782	16283.793	3653.9272	1220274.7	0	0	1.402e+09	6843.8265	15540.505	3949.6644	964837.04	0	0	1.366e+09	6671.2208	16297.755	3691.5521	1207803.3	0	0	1.371e+09	6692.4376	15371.049	11/30/2021 11:20	3955.4339	977308.35	1220274.7	5	ABs	CD15	arid5b	210715	W	C03	1	0	0	1	1	1	8	-44.766986	-25070.977	-93009.665	-1710.7	6.2	-867.30369	-.09473124	-.09473124	-.23872252	-.43939223	-.33735533	-1.1618829	-.14236406	-1.0735624
ABs_CD15_08dpf_vast01_plate01_arid5b_210715_1000_W_E01	11	23	.73101375	.26898625	1	0		AY061	k1	9004	13483.915	356	0	.00787221	.99212778	2	6	1	4	3	4509.6468	1253232.4	0	0	1.810e+09	8839.8626	18396.212	4238.9727	1557957.2	0	0	1.808e+09	8825.7779	17262.249	4306.8273	1256462.4	0	0	1.804e+09	8807.3464	18349.192	4218.4486	1571056.5	0	0	1.822e+09	8897.5252	17301.288	11/30/2021 11:20	4509.6468	1253232.4	1557957.2		ABs	CD15	arid5b	210715	W	E01	1	0	0	1	1	1	8	509.44592	50829.346	-60466.453	2436.3	-39.8	105.64481	2.3481302	2.3481302	1.6729374	.99290815	1.5059677	-.71971886	1.906358	1.1618829
ABs_CD15_08dpf_vast01_plate01_arid5b_210715_1000_W_E02	11	23	.12786456	.87213544	1	0	0	AY067	k1	7197	14097.155	412	0	.00072822	.99927181	2	2	1	4	4	4157.991	1071575.9	0	0	1.601e+09	7815.0727	17786.848	4145.4893	1441528.3	0	0	1.612e+09	7872.6892	16276.513	4214.8029	1089789.4	0	0	1.611e+09	7868.1545	17785.978	4167.4172	1465274.7	0	0	1.629e+09	7954.4299	16290.135	11/30/2021 11:20	4157.991	1071575.9	1441528.3	1	ABs	CD15	arid5b	210715	W	E02	1	0	0	1	1	1	8	157.79014	-3909.303	16719.824	629.3	16.2	718.88481	.71971886	.71971886	1.0735624	-.09473124	1.1618829	.28768888	1.0735624	.43939223
ABs_CD15_08dpf_vast01_plate01_arid5b_210715_1000_W_F01	11	23	.07173588	.92826412	1	0	0	AY062	k1	6262	17087.743	548	0	.000685	.99931502	2	10	1	4	4	3833.6913	955326.54	0	0	1.405e+09	6861.8047	16735.213	3867.0598	1329166.9	0	0	1.490e+09	7277.1347	15725.54	3948.6799	976112.06	0	0	1.417e+09	6919.2557	16731.139	3862.3354	1342415.8	0	0	1.519e+09	7417.7358	15859.374	11/30/2021 11:20	3833.6913	955326.54	1329166.9	1	ABs	CD15	arid5b	210715	W	F01	1	0	0	1	1	1	8	-166.5096	-3114.0539	82911.757	-305.7	152.2	3709.4731	-.71971886	-.71971886	-.6020065	-.04731252	.33735533	.99290815	.6020065	-.23872252
ABs_CD15_08dpf_vast01_plate01_arid5b_210715_1000_W_G01	11	23	.32509753	.67490247	1	0	0	AY063	k1	7079	15626.06	480	0	.00245717	.99754286	2	8	1	4	4	4419.1595	1283139.6	0	0	1.836e+09	8963.7107	18360.3	4452.1302	1622018.4	0	0	1.854e+09	9054.603	17388.398	4392.237	1291364.1	0	0	1.813e+09	8854.7642	18220.524	4443.6547	1644149.8	0	0	1.876e+09	9161.7765	17465.948	11/30/2021 11:20	4419.1595	1283139.6	1622018.4	1	ABs	CD15	arid5b	210715	W	G01	1	0	0	1	1	1	8	418.9586	113394.8	53415.455	511.3	84.2	2247.7902	1.5059677	1.5059677	2.3481302	2.3481302	1.906358	.6020065	.99290815	.33735533
ABs_CD15_08dpf_vast01_plate01_arid5b_210715_1000_W_H02	11	23	0	1				AY068	k1	9139	16881.624	540	0	.00184055	.99815947	2	11	1	4	4	4487.5817	1281255.5	0	0	1.960e+09	9571.1834	19410.833	4366.3782	1684973.1	0	0	1.891e+09	9233.2101	17152.252	4558.4123	1297554.9	0	0	1.971e+09	9621.9917	19369.302	4351.4002	1709676.5	0	0	1.931e+09	9429.5302	17312.112	11/30/2021 11:20	4487.5817	1281255.5	1684973.1		ABs	CD15	arid5b	210715	W	H02	1	0	0	1	1	1	8	487.38088	86816.02	78698.135	2571.3	144.2	3503.3535	1.906358	1.906358	1.906358	1.6729374	2.3481302	.7824294	2.3481302	1.5059677
