filename	tod	date	plate	batch	tank	index	protein	f_batch	ModTime	Intestine_area	Food_fluo	Food_area	tsf	Food_fluo_cat	Food_fluo_cat_all	Wellfolder	Length_1_1	Area_1_1	Border_1_1	Border_size_1_1	BodyPigm_Total_1_1	BodyPigm_Average_1_1	BodyPigm_Stdev_1_1	Length_1_4	Area_1_4	Border_1_4	Border_size_1_4	BodyPigm_Total_1_4	BodyPigm_Average_1_4	BodyPigm_Stdev_1_4	Length_1_7	Area_1_7	Border_1_7	Border_size_1_7	BodyPigm_Total_1_7	BodyPigm_Average_1_7	BodyPigm_Stdev_1_7	Length_1_10	Area_1_10	Border_1_10	Border_size_1_10	BodyPigm_Total_1_10	BodyPigm_Average_1_10	BodyPigm_Stdev_1_10	Date	length	dorsal_area	lateral_area	agrp_dich	qRNA	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	length_Res	dorsal_area_Res	lateral_area_Res	Intestine_area_Res	Food_area_Res	Food_fluo_Res	intlength	intlength_Res	intdorsal_area	intdorsal_area_Res	intlateral_area	intlateral_area_Res	intIntestine_area	intIntestine_area_Res
AB_CD15_08dpf_VAST02_plate02_AGRP_210908_C02	3.2833333	210908	2	8	16	NS040	12.946241	2	08-sep-2021 11:17:38	5087	680353.01	442	.35	3	3	C02	4425.1954	1061586.9	0	0	1.466e+09	7159.3118	16664.516	4249.1061	1447121	0	0	1.430e+09	6983.4415	15072.528	4387.1681	1063291.6	0	0	1.455e+09	7104.3411	16590.49	4243.9755	1472691.7	0	0	1.466e+09	7160.0016	15183.436	9/8/2021 1:17	4425.1954	1061586.9	1447121	1	4	AB	CD15	AGRP	1	0	0	2	1	8	425.11383	-84476.113	-107790.16	460.46875	-209.08958	24758.129	1.4701932	1.4701932	.56001135	-1.4701932	.70448293	-1.2869457	.34548507	.4682027
AB_CD15_08dpf_VAST02_plate02_AGRP_210908_C03	3.3166667	210908	2	8	17	NS041	10.036812	2	08-sep-2021 11:19:16	4111	37880.346	32	.38333333	1	1	C03	3958.0227	942346.8	0	0	1.323e+09	6457.9186	16172.888	3871.987	1278653.6	0	0	1.282e+09	6262.1687	14394.676	4008.8325	951647.95	0	0	1.349e+09	6589.0817	16309.77	3877.6561	1279909.7	0	0	1.288e+09	6288.8503	14437.372	9/8/2021 1:19	3958.0227	942346.8	1278653.6			AB	CD15	AGRP	1	0	0	2	1	8	-42.05893	-52946.402	-51391.923	-515.53125	-590.05199	-597595.63	-.01182399	-.01182399	-.40064808	-1.052756	-.452452	-.64509145	-.71036555	-.4935534
AB_CD15_08dpf_VAST02_plate02_AGRP_210908_C04	3.3333333	210908	2	8	18	NS042	13.808294	2	08-sep-2021 11:20:56	5578	25692.222	1	.4	1	1	C04	4337.7151	1032397.5	0	0	1.535e+09	7495.6441	17559.944	4123.209	1427202.8	0	0	1.466e+09	7159.5334	15232.531	4202.2247	1021601	0	0	1.493e+09	7290.892	17288.53	4096.2726	1420174.6	0	0	1.464e+09	7148.7283	15277.529	9/8/2021 1:20	4337.7151	1032397.5	1427202.8			AB	CD15	AGRP	1	0	0	2	1	8	337.63353	-82242.417	-85601.22	951.46875	-549.20826	-552994.67	1.185426	1.185426	.37515234	-1.4038035	.50550022	-1.185426	.8004961	1.1669186
AB_CD15_08dpf_VAST02_plate02_AGRP_210908_C05	3.3666667	210908	2	8	16	NS043	11.545405	2	08-sep-2021 11:22:57	5398	643406.26	641	.43333333	3	3	C05	4069.1175	1027821.7	1	9	1.414e+09	6906.3015	16341.254	4071.6304	1429116.8	0	0	1.481e+09	7232.1835	15138.471	4192.4916	1034162	1	6	1.426e+09	6961.5436	16398.75	4156.4263	1429475.7	0	0	1.451e+09	7085.5622	14990.951	9/8/2021 1:23	4069.1175	1027821.7	1429116.8	1	4	AB	CD15	AGRP	1	0	0	2	1	8	69.035888	-774.02094	45597.737	771.46875	-10.089584	-12188.613	.452452	.452452	.3248653	.01182399	.56001135	.53255794	.57163753	.93197131
AB_CD15_08dpf_VAST02_plate02_AGRP_210908_D01	3.6	210908	2	8	15	NS048	14.023808	2	08-sep-2021 11:36:32	4760	1235104.7	986	.66666667	3	4	D01	3904.9326	970010.99	0	0	1.380e+09	6736.3417	16560.144	3893.5426	1325757.4	0	0	1.254e+09	6124.8497	14397.712	4118.0595	972343.75	0	0	1.339e+09	6536.6299	16231.58	3893.9382	1319566.7	0	0	1.248e+09	6091.5242	14381.957	9/8/2021 1:36	3904.9326	970010.99	1325757.4	0	1	AB	CD15	AGRP	1	0	0	2	1	8	-95.149029	2148.2193	21265.972	133.46875	445.12407	663152.01	-.25090599	-.25090599	-.15431865	.0354786	-.0354786	.17829594	.02258416	.09045214
AB_CD15_08dpf_VAST02_plate02_AGRP_210908_D03	3.55	210908	2	8	17	NS046	11.976431	2	08-sep-2021 11:33:03	4495	696205.46	763	.61666667	3	3	D03	3895.2859	986370.24	0	0	1.387e+09	6771.9645	16444.423	3822.9731	1328449.1	0	0	1.372e+09	6701.1385	15070.831	3948.4526	999978.03	0	0	1.423e+09	6949.6564	16681.901	3797.1324	1316217	0	0	1.357e+09	6623.9886	15034.214	9/8/2021 1:33	3895.2859	986370.24	1328449.1			AB	CD15	AGRP	1	0	0	2	1	8	-104.79576	11773.428	28600.911	-131.53125	140.94801	60729.482	-.30003436	-.30003436	-.0354786	.25090599	-.01182399	.30003436	-.27439149	-.15873981
AB_CD15_08dpf_VAST02_plate02_AGRP_210908_D04	3.4333333	210908	2	8	18	NS045	9.4980286	2	08-sep-2021 11:26:51	3938	9910.235	0	.5	1	1	D04	3722.9377	897545.78	0	0	1.260e+09	6153.1724	15830.659	3713.6719	1204483.6	0	0	1.207e+09	5893.2816	13998.621	3752.4592	904603.88	0	0	1.266e+09	6181.256	15831.05	3715.2298	1221022.3	0	0	1.236e+09	6037.5894	14114.767	9/8/2021 1:26	3722.9377	897545.78	1204483.6	1	4	AB	CD15	AGRP	1	0	0	2	1	8	-277.14395	-14283.78	-12407.68	-688.53125	-550.20826	-568776.65	-1.052756	-1.052756	-1.1389668	-.1066151	-1.0124546	-.22657438	-.96742157	-.7697614
AB_CD15_08dpf_VAST02_plate02_AGRP_210908_D05	3.4166667	210908	2	8	18	NS044	2.3860902	2	08-sep-2021 11:25:07	4796	21431.463	4	.48333333	1	1	D05	3995.5572	964866.94	1	9	1.382e+09	6747.6312	16398.055	3942.9801	1338468	0	0	1.406e+09	6863.8081	14820.348	3887.0042	963640.75	1	7	1.385e+09	6763.438	16421.157	3916.1749	1321091.9	1	7	1.395e+09	6811.6601	14815.485	9/8/2021 1:25	3995.5572	964866.94	1338468	1	4	AB	CD15	AGRP	1	0	0	2	1	8	-4.5243939	-36897.69	-9644.0789	169.46875	-546.20826	-557255.43	.08286075	.08286075	-.20237619	-.73512372	.05915307	-.20237619	.04517984	.15873981
AB_CD15_08dpf_VAST02_plate02_AGRP_210908_E01	3.6333333	210908	2	8	15	NS049	9.4980286	2	08-sep-2021 11:38:33	4093	56275.209	48	.7	1	1	E01	3946.1569	914772.34	0	0	1.232e+09	6015.0628	15122.819	3654.451	1147450.6	0	0	1.168e+09	5701.2098	13436.888	3858.0898	915699.46	0	0	1.229e+09	5998.8426	15109.224	3589.3877	1168744.5	0	0	1.179e+09	5758.3868	13452.225	9/8/2021 1:38	3946.1569	914772.34	1147450.6	1	4	AB	CD15	AGRP	1	0	0	2	1	8	-53.924686	-66690.019	-176883.55	-533.53125	-492.87593	-515677.46	-.1066151	-.1066151	-.90036784	-1.0948442	-1.5437805	-1.8381674	-.73973722	-.54524419
AB_CD15_08dpf_VAST02_plate02_AGRP_210908_E02	3.6666667	210908	2	8	16	NS050	15.101374	2	08-sep-2021 11:40:14	4851	628061.38	707	.73333333	2	3	E02	4377.1357	1137042.8	0	0	1.588e+09	7756.1487	17426.259	4075.4078	1454597.8	0	0	1.500e+09	7326.2646	15916.903	4336.6084	1171256.7	0	0	1.623e+09	7926.8767	17553.489	4124.1482	1460549.3	0	0	1.485e+09	7249.0436	15742.326	9/8/2021 1:40	4377.1357	1137042.8	1454597.8	0	1	AB	CD15	AGRP	1	0	0	2	1	8	377.05409	6834.3544	-77180.615	224.46875	55.910416	-27533.502	1.3430824	1.3430824	1.2869457	.15431865	.7985898	-1.1389668	.09045214	.20465992
AB_CD15_08dpf_VAST02_plate02_AGRP_210908_E03	3.6833333	210908	2	8	17	NS051	13.700538	2	08-sep-2021 11:41:54	5270	707981.82	551	.75	3	3	E03	4211.2251	1034281.6	0	0	1.571e+09	7671.0549	17782.854	3952.8207	1384824.2	0	0	1.563e+09	7630.5426	16383.666	4158.7318	1090925.9	0	0	1.597e+09	7799.0144	17702.619	3949.2895	1378513.8	0	0	1.562e+09	7624.8536	16378.358	9/8/2021 1:41	4211.2251	1034281.6	1384824.2	1	4	AB	CD15	AGRP	1	0	0	2	1	8	211.14351	-44541.11	-67095.947	643.46875	-71.051994	72505.843	.76647079	.76647079	.40064808	-.93642074	.3248653	-1.0124546	.41837129	.68159434
AB_CD15_08dpf_VAST02_plate02_AGRP_210908_E04	3.7166667	210908	2	8	18	NS052	8.9592454	2	08-sep-2021 11:43:51	3761	46974.9	69	.78333333	1	1																																		1	4	AB	CD15	AGRP	1	0	0	2	1	8				-865.53125	-481.20826	-531711.99							-1.144896	-1.0618841
AB_CD15_08dpf_VAST02_plate02_AGRP_210908_E05	3.8416667	210908	2	8	18	NS065	12.622971									E05	3699.9681	948836.67	0	0	1.332e+09	6502.4016	16164.198	3738.5217	1286668.7	1	43	1.313e+09	6409.6603	15022.677	3837.4924	963311.77	1	89	1.363e+09	6657.4573	16316.27	3717.9336	1296418.5	1	38	1.308e+09	6388.7336	14912.884	9/8/2021 2:08	3699.9681	948836.67	1286668.7	1	4	AB	CD15	AGRP	1	0	0	2	1	8	-300.11354	44584.603	80833.399				-1.185426	-1.185426	-.3248653	.76647079	-.37515234	1.052756		
AB_CD15_08dpf_VAST02_plate02_AGRP_210908_F01	3.8666667	210908	2	8	15	NS056	13.916051	2	08-sep-2021 11:52:37	5308	1202852.8	1116	.93333333	3	4	F01	4162.5271	1124511.7	0	0	1.772e+09	8652.2471	19056.771	4164.9513	1428309.3	0	0	1.733e+09	8463.7924	17490.919	4165.9673	1167368.8	0	0	1.776e+09	8669.5418	18873.571	4168.2244	1430851.4	0	0	1.736e+09	8475.6771	17463.751	9/8/2021 1:52	4162.5271	1124511.7	1428309.3	0	1	AB	CD15	AGRP	1	0	0	2	1	8	162.44551	71670.512	-170.88535	681.46875	575.12407	630900.15	.70448293	.70448293	1.0948442	1.2869457	.53255794	-.1066151	.4935534	.8004961
AB_CD15_08dpf_VAST02_plate02_AGRP_210908_F02	3.8333333	210908	2	8	16	NS055	9.390272	2	08-sep-2021 11:50:44	3896	8138.1154	0	.9	1	1	F02	3900.2004	930922.24	0	0	1.233e+09	6021.6494	15112.02	3769.7185	1168206.2	0	0	1.113e+09	5436.3871	13052.701	3963.4858	915161.13	0	0	1.239e+09	6049.8974	15279.835	3759.7209	1183817.7	0	0	1.136e+09	5544.975	13148.404	9/8/2021 1:50	3900.2004	930922.24	1168206.2	1	4	AB	CD15	AGRP	1	0	0	2	1	8	-99.881225	-41948.989	-134007.53	-730.53125	-651.08958	-647456.76	-.27538708	-.27538708	-.58789351	-.8654489	-1.3430824	-1.4701932	-1.0422467	-.8004961
AB_CD15_08dpf_VAST02_plate02_AGRP_210908_F03	3.8166667	210908	2	8	17	NS054		2	08-sep-2021 11:49:06	5437	1402780.7	1251	.88333333	4	4	F03	4026.0884	1020464.5	0	0	1.461e+09	7132.9215	16972.654	3992.5621	1418260.5	0	0	1.452e+09	7091.7716	15508.864	4074.2518	1014871.8	0	0	1.481e+09	7232.8795	17140.388	3991.8504	1399060.1	0	0	1.437e+09	7014.8495	15495.374	9/8/2021 1:49	4026.0884	1020464.5	1418260.5	0	1	AB	CD15	AGRP	1	0	0	2	1	8	26.006783	2716.9227	55452.74	810.46875	628.94801	767304.72	.22657438	.22657438	.27538708	.05915307	.37515234	.67448975	.59843525	1.0422467
AB_CD15_08dpf_VAST02_plate02_AGRP_210908_F04	3.75	210908	2	8	18	NS053	1.9550637	2	08-sep-2021 11:45:28	3761	44650.368	51	.81666667	1	1	F04	3713.3296	834022.83	0	0	1.052e+09	5134.8695	13997.416	3672.285	1155017.1	0	0	1.027e+09	5016.1451	12625.636	3948.7443	881156.62	0	0	1.110e+09	5421.9263	14290.482	3671.3279	1137491.5	0	0	1.014e+09	4950.7864	12565.596	9/8/2021 1:45	3713.3296	834022.83	1155017.1	0	1	AB	CD15	AGRP	1	0	0	2	1	8	-286.75204	-74637.093	-57249.539	-865.53125	-499.20826	-534036.52	-1.0948442	-1.0948442	-2.1930762	-1.185426	-1.4701932	-.7985898	-1.144896	-1.0618841
AB_CD15_08dpf_VAST02_plate02_AGRP_210908_G01	3.9	210908	2	8	15	NS057	11.006622	2	08-sep-2021 11:54:17	3947	249393.14	277	.96666667	2	2	G01	3752.7143	870898.44	0	0	1.217e+09	5940.8961	15474.533	3472.1696	1176340.9	0	0	1.194e+09	5831.4814	13944.578	3571.0644	850890.5	0	0	1.195e+09	5835.8842	15395.846	3484.023	1165574.3	0	0	1.188e+09	5798.9914	13945.923	9/8/2021 1:54	3752.7143	870898.44	1176340.9	1	4	AB	CD15	AGRP	1	0	0	2	1	8	-247.36735	-46748.686	-54882.838	-679.53125	-263.87593	-322559.53	-.9737339	-.9737339	-1.5437805	-.9737339	-1.2345954	-.70448293	-.93197131	-.73973722
AB_CD15_08dpf_VAST02_plate02_AGRP_210908_G02	3.9333333	210908	2	8	16	NS058	7.6661657	2	08-sep-2021 11:56:35	2852	90657.271	154	1	2	1	G02	4042.886	887407.23	0	0	1.240e+09	6056.8551	15597.961	3822.2611	1214771.7	0	0	1.198e+09	5849.5381	14072.948	4086.9275	940133.67	0	0	1.282e+09	6259.9649	15691.119	3828.2656	1205949.1	0	0	1.206e+09	5890.7839	14157.354	9/8/2021 1:56	4042.886	887407.23	1214771.7	1	4	AB	CD15	AGRP	1	0	0	2	1	8	42.804401	-132534.89	-156121.28	-1774.5313	-497.08958	-564937.61	.25090599	.25090599	-1.2869457	-1.9847723	-.90036784	-1.6268282	-2.2111272	-2.0042336
AB_CD15_08dpf_VAST02_plate02_AGRP_210908_G04	3.9833333	210908	2	8	18	NS060		2	08-sep-2021 11:59:53	6382	1410052.4	1582	1.05	4	4	G04	4255.422	1206876.2	0	0	1.692e+09	8260.3602	17794.465	4185.3663	1600515.1	0	0	1.635e+09	7985.7197	16294.068	4404.1403	1224820.6	0	0	1.714e+09	8367.2236	17872.12	4271.2198	1588552.2	0	0	1.618e+09	7900.6981	16202.481	9/8/2021 1:59	4255.422	1206876.2	1600515.1			AB	CD15	AGRP	1	0	0	2	1	8	255.34037	119384.22	127321.57	1755.4688	1031.7917	831365.47	.93642074	.93642074	1.6268282	1.9847723	1.4701932	1.9847723	1.8587466	2.6117121
AB_CD15_08dpf_VAST02_plate02_AGRP_210908_H01	4.1	210908	2	8	15	NS064	14.454834	2	08-sep-2021 12:06:48	6048	1793256.7	1559	1.1666667	4	4	H01	4544.6135	1145416.9	0	0	1.720e+09	8397.8012	18596.164	4290.4078	1520812.4	0	0	1.639e+09	8003.4053	16642.508	4430.7575	1205949.1	0	0	1.737e+09	8483.1913	18455.57	4315.1903	1510584.1	0	0	1.629e+09	7953.6455	16596.569	9/8/2021 2:06	4544.6135	1145416.9	1520812.4			AB	CD15	AGRP	1	0	0	2	1	8	544.53189	-33471.672	-91578.599	1421.4688	1018.1241	1221304	1.9847723	1.9847723	1.4038035	-.70448293	1.185426	-1.2345954	1.3129815	1.8587466
AB_CD15_08dpf_VAST02_plate02_AGRP_210908_H02	4.0833333	210908	2	8	16	NS063	16.071184	2	08-sep-2021 12:05:11	5867	640784.51	573	1.15	3	3	H02	4267.4791	1078903.2	0	0	1.535e+09	7493.8349	17263.227	4194.4885	1500206.3	0	0	1.473e+09	7194.581	15492.949	4266.1298	1095741	0	0	1.545e+09	7543.8114	17252.705	4183.6831	1522666.6	0	0	1.503e+09	7338.3833	15588.777	9/8/2021 2:05	4267.4791	1078903.2	1500206.3	0	1	AB	CD15	AGRP	1	0	0	2	1	8	267.39745	-15130.417	21209.262	1240.4687	-78.089584	-14810.371	1.0124546	1.0124546	.73512372	-.22657438	1.0124546	.15431865	1.0819398	1.4941549
AB_CD15_08dpf_VAST02_plate02_AGRP_210908_H04	4.0166667	210908	2	8	18	NS061	7.4506524	2	08-sep-2021 12:01:49	3550	27760.951	18	1.0833333	1	1	H04	3851.8794	1012718.5	0	0	1.232e+09	6016.8433	14738.24	3801.033	1111771.2	0	0	1.218e+09	5946.9499	14271.791	3816.2511	1030214.2	0	0	1.227e+09	5991.3906	14670.893	3802.2563	1132168	0	0	1.229e+09	6003.0287	14314.726	9/8/2021 2:01	3851.8794	1012718.5	1111771.2	1	4	AB	CD15	AGRP	1	0	0	2	1	8	-148.20219	58352.065	-167184	-1076.5312	-532.20826	-550925.94	-.57389666	-.56001135	.20237619	1.052756	-1.7229053	-1.7229053	-1.3684503	-1.4284821
AB_CD15_08dpf_VAST02_plate03_AGRP_210908_A01	4.2666667	210908	3	8	15	NS066	13.580099	3	08-sep-2021 12:16:12	4611	111726.37	177	-3.331e-13	2	1	A01	3830.9248	949075.93	0	0	1.312e+09	6407.906	15903.213	3691.1915	1262264.4	0	0	1.244e+09	6075.1683	14229.981	3971.2766	946384.28	0	0	1.276e+09	6228.1534	15665.804	3697.0732	1267438.4	0	0	1.251e+09	6109.2995	14319.553	9/8/2021 2:16	3830.9248	949075.93	1262264.4	1	4	AB	CD15	AGRP	1	0	0	2	1	8	-169.15686	5627.7708	-6604.6611	-554.57143	-723.15668	-862864.2	-.67448975	-.67448975	-.30003436	.08286075	-.56001135	-.17829594	-.11315218	-.57163753
AB_CD15_08dpf_VAST02_plate03_AGRP_210908_A02	4.2833333	210908	3	8	16	NS067	21.502206	3	08-sep-2021 12:17:53	6136	2094418.1	1786	.01666667	4	4	A02	4483.2311	1213754.9	0	0	2.051e+09	10013.476	20973.823	4423.8943	1658804.3	0	0	1.877e+09	9167.0458	17760.836	4500.1134	1221500.9	0	0	2.107e+09	10290.348	21293.274	4451.6834	1652015.4	0	0	1.811e+09	8842.4711	17302.763	9/8/2021 2:17	4483.2311	1213754.9	1658804.3			AB	CD15	AGRP	1	0	0	2	1	8	483.14947	48546.349	75958.728	970.42857	775.62967	1036185.3	1.7229053	1.7229053	1.7229053	.90036784	1.9847723	.93642074	1.4284821	1.2127505
AB_CD15_08dpf_VAST02_plate03_AGRP_210908_A03	4.3166667	210908	3	8	17	NS068	12.87814	3	08-sep-2021 12:19:46	4709	1679866.4	1124	.05	4	4	A03	3549.5221	869672.24	0	0	1.204e+09	5877.6703	15451.139	3543.9568	1157798.5	0	0	1.219e+09	5951.9316	14424.266	3544.1719	879242.55	0	0	1.224e+09	5975.6062	15608.34	3554.3762	1155734.9	0	0	1.212e+09	5917.1331	14404.005	9/8/2021 2:19	3549.5221	869672.24	1157798.5	1	4	AB	CD15	AGRP	1	0	0	2	1	8	-450.55953	9140.2171	24377.773	-456.57143	142.66726	641752.56	-2.5959142	-2.5959142	-1.6268282	.17829594	-1.4038035	.22657438	-.02258416	-.41837129
AB_CD15_08dpf_VAST02_plate03_AGRP_210908_A04	4.35	210908	3	8	18	NS069	15.886535	3	08-sep-2021 12:21:32	5664	1745710.2	1566	.08333333	4	4	A04	4227.4003	1060779.4	0	0	1.545e+09	7543.1714	17466.816	4004.2492	1445894.8	0	0	1.560e+09	7619.0676	16383.337	4033.5507	1126545.4	0	0	1.571e+09	7668.8386	17418.181	4014.7926	1428458.9	0	0	1.544e+09	7538.7973	16302.632	9/8/2021 2:21	4227.4003	1060779.4	1445894.8	1	4	AB	CD15	AGRP	1	0	0	2	1	8	227.31873	-17468.462	-13811.055	498.42857	656.51099	764385.46	.7985898	.7985898	.53255794	-.25090599	.67448975	-.27538708	.86436505	.54524419
AB_CD15_08dpf_VAST02_plate03_AGRP_210908_A05	4.3833333	210908	3	8	15	NS070	11.073103	3	08-sep-2021 12:23:12	3341	55914.859	95	.11666667	1	1	A05	3851.8794	872214.36	0	0	1.133e+09	5534.1325	14473.452	3828.1875	1145865.5	0	0	1.075e+09	5247.9984	12651.626	3855.8566	868505.86	0	0	1.129e+09	5512.7526	14429.696	3791.753	1150949.7	0	0	1.062e+09	5187.3375	12505.658	9/8/2021 2:23	3851.8794	872214.36	1145865.5	1	4	AB	CD15	AGRP	1	0	0	2	1	8	-148.20219	-78146.583	-133089.76	-1824.5714	-805.15668	-918675.71	-.57389666	-.58789351	-1.4701932	-1.2869457	-1.6268282	-1.4038035	-1.649237	-2.2111272
AB_CD15_08dpf_VAST02_plate03_AGRP_210908_B01	4.4166667	210908	3	8	15	NS071	20.499407	3	08-sep-2021 12:25:06	6312	1739067.5	1610	.15	4	4	B01	4304.4065	1142785	0	0	1.647e+09	8043.5728	17790.866	4199.9502	1556342.2	0	0	1.597e+09	7795.6401	16220.563	4484.7918	1164557.5	0	0	1.664e+09	8123.3711	17836.115	4189.0768	1577875.4	0	0	1.619e+09	7906.3273	16249.632	9/8/2021 2:25	4304.4065	1142785	1556342.2	1	4	AB	CD15	AGRP	1	0	0	2	1	8	304.32492	43138.91	59570.716	1146.4286	709.84332	764476.88	1.1389668	1.1389668	1.3430824	.70448293	1.3430824	.7985898	1.7444475	1.4284821
AB_CD15_08dpf_VAST02_plate03_AGRP_210908_B02	4.45	210908	3	8	16	NS072	18.293251	3	08-sep-2021 12:27:05	5888	1242306.8	1377	.18333333	3	4	B02	4129.0837	1131300.7	0	0	1.638e+09	7997.7699	17827.249	4012.8292	1496288.5	0	0	1.528e+09	7459.5232	16160.241	4211.1115	1149005.7	0	0	1.647e+09	8043.9675	17863.776	4020.874	1534360.4	0	0	1.582e+09	7722.5766	16299.084	9/8/2021 2:27	4129.0837	1131300.7	1496288.5	0	1	AB	CD15	AGRP	1	0	0	2	1	8	129.00209	82922.598	83905.659	722.42857	366.62967	184074.03	.64509145	.64509145	1.185426	1.4038035	.9737339	1.1389668	1.123415	.83200627
AB_CD15_08dpf_VAST02_plate03_AGRP_210908_B03	4.4666667	210908	3	8	17	NS073	11.775062	3	08-sep-2021 12:28:58	5035	1649075	1091	.2	4	4	B03	3810.0236	986430.05	1	9	1.394e+09	6808.5573	16400.216	3832.4234	1376420.3	0	0	1.411e+09	6891.5244	14851.96	3800.974	991155.4	1	10	1.380e+09	6739.3225	16279.231	3812.9896	1362991.9	1	8	1.404e+09	6856.7856	14883.092	9/8/2021 2:29	3810.0236	986430.05	1376420.3	1	4	AB	CD15	AGRP	1	0	0	2	1	8	-190.05801	39960.598	117611.63	-130.57143	109.66726	610961.12	-.70448293	-.70448293	-.01182399	.64509145	.25090599	1.6268282	.32161055	-.13591068
AB_CD15_08dpf_VAST02_plate03_AGRP_210908_B04	4.5	210908	3	8	18	NS074	14.683177	3	08-sep-2021 12:30:49	5275	1145969.2	1176	.23333333	3	3	B04	4059.9346	970160.52	0	0	1.351e+09	6595.4891	16328.577	3832.3765	1321929.3	0	0	1.358e+09	6631.7805	15286.603	4142.4761	974497.07	0	0	1.359e+09	6638.0908	16380.191	3833.7342	1339305.4	0	0	1.370e+09	6689.5241	15333.473	9/8/2021 2:30	4059.9346	970160.52	1321929.3			AB	CD15	AGRP	1	0	0	2	1	8	59.852968	-52841.703	-57169.72	109.42857	266.51099	164644.38	.40064808	.40064808	-.13042977	-1.0124546	-.08286075	-.76647079	.44314942	.02258416
AB_CD15_08dpf_VAST02_plate03_AGRP_210908_B05	4.5333333	210908	3	8	16	NS075	11.474222	3	08-sep-2021 12:32:31	4582	821531.36	620	.26666667	3	3	B05	3879.3834	934959.72	0	0	1.267e+09	6186.0833	15654.711	3820.9503	1279610.6	0	0	1.241e+09	6061.3363	14259.976	3976.744	946234.74	0	0	1.282e+09	6259.356	15737.951	3822.7971	1289988.4	0	0	1.242e+09	6063.651	14248.473	9/8/2021 2:32	3879.3834	934959.72	1279610.6	1	4	AB	CD15	AGRP	1	0	0	2	1	8	-120.69823	-31044.145	-12583.206	-583.57143	-390.37033	-236701.42	-.3498982	-.3498982	-.50550022	-.64509145	-.42640697	-.25090599	-.18165198	-.65337661
AB_CD15_08dpf_VAST02_plate03_AGRP_210908_C01	4.5666667	210908	3	8	15	NS076	11.373943	3	08-sep-2021 12:34:31	4212	82736.41	108	.3	2	1	C01	4046.9674	946773.07	0	0	1.399e+09	6830.2223	16946.371	3886.2771	1308710.3	0	0	1.300e+09	6349.2809	14646.981	4048.5042	956223.75	0	0	1.393e+09	6800.3046	16814.336	3877.3785	1317353.5	0	0	1.320e+09	6446.1198	14745.925	9/8/2021 2:34	4046.9674	946773.07	1308710.3	1	4	AB	CD15	AGRP	1	0	0	2	1	8	46.885757	-67945.87	-64147.169	-953.57143	-792.15668	-891854.16	.31242575	.30003436	-.3498982	-1.1389668	-.20237619	-.9737339	-.57163753	-1.2127505
AB_CD15_08dpf_VAST02_plate03_AGRP_210908_C02	4.6	210908	3	8	16	NS077	17.992412	3	08-sep-2021 12:36:10	4903	611816.14	697	.33333333	2	3	C02	4020.874	989779.66	0	0	1.420e+09	6935.4148	16733.047	3754.6862	1319626.5	0	0	1.426e+09	6963.4436	15666.035	3869.1242	1044061.3	0	0	1.440e+09	7029.8893	16656.433	3757.9267	1307573.9	0	0	1.427e+09	6965.3885	15683.801	9/8/2021 2:36	4020.874	989779.66	1319626.5	1	4	AB	CD15	AGRP	1	0	0	2	1	8	20.792413	-22900.865	-40671.445	-262.57143	-313.37033	-446416.64	.17829594	.17829594	.01182399	-.42640697	-.1066151	-.58789351	.20465992	-.27439149
AB_CD15_08dpf_VAST02_plate03_AGRP_210908_C03	4.6166667	210908	3	8	17	NS078	17.491012	3	08-sep-2021 12:37:51	5542	219854.31	208	.35	2	2	C03	4260.3072	998781.74	0	0	1.609e+09	7854.9376	18623.314	4089.5867	1430731.8	0	0	1.530e+09	7470.489	16209.442	4212.0879	1049025.9	0	0	1.665e+09	8132.3198	18751.016	4107.3953	1420712.9	0	0	1.527e+09	7457.5124	16215.185	9/8/2021 2:37	4260.3072	998781.74	1430731.8	0	1	AB	CD15	AGRP	1	0	0	2	1	8	260.22556	-96232.776	-44813.162	376.42857	-773.33274	-818259.56	.9737339	.9737339	.1066151	-1.7229053	.58789351	-.61624043	.68159434	.34548507
AB_CD15_08dpf_VAST02_plate03_AGRP_210908_C04	4.65	210908	3	8	18	NS079	13.880938	3	08-sep-2021 12:39:34	4232	45833.593	36	.38333333	1	1	C04	3658.8553	903676.76	0	0	1.331e+09	6500.8988	16524.88	3612.394	1213396	1	43	1.298e+09	6339.3162	14822.739	3640.7256	904992.68	1	47	1.334e+09	6514.1294	16524.89	3669.6331	1235587.2	0	0	1.315e+09	6421.1901	14869.586	9/8/2021 2:39	3658.8553	903676.76	1235587.2	1	4	AB	CD15	AGRP	1	0	0	2	1	8	-341.22629	12987.47	49540.78	-933.57143	-873.48901	-935491.19	-1.5437805	-1.5437805	-1.0948442	.3248653	-.73512372	.61624043	-.51922535	-1.1669186
