index	ldl	gluc	tc	tg	freeze_dried	pos_bio	Löpnr	batch_bio	protein	filename	batch	tank	line	diet	Exp	date	filename9	filename10	overfeeding	cholesterol	glucose	VAST	plate	Imaged	age	tod	early_nwt	early_dich	late_nwt	late_dich	sec16b_dich	late_wt	late_inframe	late_frameshift	late_Area_total	late_wt_call	early_wt	early_inframe	early_frameshift	early_Area_total	early_wt_call	gene	qRNA	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	ROI_edge	LocalName	NrLipids	LiverRefinedArea	LipidArea	AverageLipidsIntensity	AverageLipidsBGIntensity	PostCheckValid	LiverArea	NrofSpots	bld	bodyfat	Length_1_1	Area_1_1	Border_1_1	Border_size_1_1	BodyPigm_Total_1_1	BodyPigm_Average_1_1	BodyPigm_Stdev_1_1	Length_1_4	Area_1_4	Border_1_4	Border_size_1_4	BodyPigm_Total_1_4	BodyPigm_Average_1_4	BodyPigm_Stdev_1_4	Length_1_7	Area_1_7	Border_1_7	Border_size_1_7	BodyPigm_Total_1_7	BodyPigm_Average_1_7	BodyPigm_Stdev_1_7	Length_1_10	Area_1_10	Border_1_10	Border_size_1_10	BodyPigm_Total_1_10	BodyPigm_Average_1_10	BodyPigm_Stdev_1_10	Date	length	Border_size_length	dorsal_area	lateral_area	Border_size_lat_area	length_Res	dorsal_area_Res	lateral_area_Res	tc_Res	tg_Res	gluc_Res	ldl_Res	tc_Res1	tg_Res1	gluc_Res1	ldl_Res1	NrCells_Res1	Volume_Res1	CellVolume_Av_Res1	CellVolume_Stdev_Res1	CellInt_Av_Res1	CellInt_Stdev_Res1	IV_Res1	ISA_Res1	IED_Res1	IPAL1_Res1	IPAL2_Res1	IPAL3_Res1	NrLipids_Res1	LiverRefinedArea_Res1	NrLipids_Res2	intlength	intdorsal_area	intlateral_area	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3	intNrLipids	intLiverRefinedArea	intldl	inttg	inttc	intgluc
AN347	24.318287	11.279312	27.849375	96.206933	0	4	347	49		InsH2Bfabp_CD15_10dpf_lipids_tank03_plate09_sec16b_200817_0900_h01	19	82	insH2Bfabp	CD15	SEC16B	200817	0900	h01	1	0	0	1	9	0	10	1	.3834279		1	1	1	0	.59781665	.40218335	10351	0	.61657215	0	.38342785	9522	1	SEC16B	3																																																															-2.696084	2.396733	-4.253175	-.1692005																																					-.4307273	-.0802211	-.6525189	.0739808
AN348	25.423664	12.479239	30.381137	108.86574	0	5	348	49		InsH2Bfabp_CD15_10dpf_lipids_tank04_plate10_sec16b_200817_0900_a03	19	83	insH2Bfabp	CD15	SEC16B	200817	0900	a03	1	0	0	1	10	0	10	1	.113074	0	0	0	0	1	0	0	15667	1	.88692598	0	.11307402	19359	1	SEC16B	1																																																															-4.414982	8.016994	-3.663855	-1.12911																																					-.269975	.2394693	-.5119362	.3203303
AN356	28.739794	20.398756	43.039944	53.166989	0	13	356	49		InsH2Bfabp_CD15_10dpf_lipids_tank04_plate10_sec16b_200817_0900_a04	19	83	insH2Bfabp	CD15	SEC16B	200817	0900	a04	1	0	0	1	10	0	10	1	.9300119	1			1						.06998805	.2152674	.71474455	13388	1	SEC16B	3																																																															8.394405	-47.49033	4.207947	2.15463																																					.1289011	-.7985482	.2692676	1.632548
AN349	36.477431	17.038961	32.912898	98.738695	0	6	349	49	16.623755	InsH2Bfabp_CD15_10dpf_lipids_tank04_plate10_sec16b_200817_0900_b03	19	83	insH2Bfabp	CD15	SEC16B	200817	0900	b03	1	0	0	1	10	0	10	1	.0580199	0									.94198008	0	.05801992	12151	1	SEC16B																																																																-1.864398	-2.086123	.8899025	9.920609	-1.830538	-1.748703	.8304325	10.47211																																	.9222268	-.0320596	-.3670858	1.19838
AN357	28.739794	15.839034	43.039944	108.86574	0	14	357	49		InsH2Bfabp_CD15_10dpf_lipids_tank04_plate10_sec16b_200817_0900_b04	19	83	insH2Bfabp	CD15	SEC16B	200817	0900	b04	1	0	0	1	10	0	10	1	.9451134	1			1						.05488662	.76750105	.17761234	26327	1	SEC16B	3																																																															8.413228	8.232353	-.3577389	2.150581																																					.1289011	.2394693	.2692676	.9321054
AN350	21.002157	4.3197366	20.254091	32.912898	0	7	350	49	19.455554	InsH2Bfabp_CD15_10dpf_lipids_tank04_plate10_sec16b_200817_0900_c03	19	83	insH2Bfabp	CD15	SEC16B	200817	0900	c03	1	0	0	1	10	0	10	1	1	1	1	1	1	0	.23774549	.76225454	6263	0	0	.47714581	.52285419	9670	1	SEC16B	3																																																															-14.50438	-67.88799	-11.83529	-5.558714	-15.3008	-70.69977	-12.31659	-5.594244																																	-.8324975	-1.118328	-1.071627	-1.399916
AN358	19.89678	15.359064	37.976421	129.11983	0	15	358	49	18.794801	InsH2Bfabp_CD15_10dpf_lipids_tank04_plate10_sec16b_200817_0900_c04	19	83	insH2Bfabp	CD15	SEC16B	200817	0900	c04	1	0	0	1	10	0	10	1	1	1			1						0	.22531233	.77468767	18410	1	SEC16B	3																																																															3.368528	28.51037	-.843674	-6.696481	2.550082	26.11165	-1.231588	-6.75252																																	-.9725657	.672479	-.0288527	.8279615
AN351	30.950547	16.55899	37.976421	106.33398	0	8	351	49	18.039655	InsH2Bfabp_CD15_10dpf_lipids_tank04_plate10_sec16b_200817_0900_d03	19	83	insH2Bfabp	CD15	SEC16B	200817	0900	d03	1	0	0	1	10	0	10	1	.7508544	1	1	1	1	0	.32887518	.67112482	8748	0	.24914554	.02805468	.72279977	14044	1	SEC16B	3																																																															3.23677	5.557019	.3980031	4.385627	2.816184	4.26122	.126697	4.614921																																	.3680707	.1674606	-.0288527	1.110772
AN359	22.107534	11.519298	25.317614	48.103467	0	16	359	49	11.526516	InsH2Bfabp_CD15_10dpf_lipids_tank04_plate10_sec16b_200817_0900_d04	19	83	insH2Bfabp	CD15	SEC16B	200817	0900	d04	1	0	0	1	10	0	10	1	.9345497	1	.7512163	1	1	.24878368	.25495884	.49625748	10688	1	.06545031	.31035327	.62419641	16333	1	SEC16B	3																																																															-9.271457	-52.48206	-4.689404	-4.489776	-8.052331	-46.93723	-3.996782	-3.107329																																	-.6785297	-.9093387	-.829804	.1289011
AN352	23.212911	24.958478	35.44466	106.33398	0	9	352	49	15.396642	InsH2Bfabp_CD15_10dpf_lipids_tank04_plate10_sec16b_200817_0900_e03	19	83	insH2Bfabp	CD15	SEC16B	200817	0900	e03	1	0	0	1	10	0	10	1	.9789805	1	0	0	1	1	0	0	8826	1	.02101949	0	.97898051	23502	1	SEC16B	3																																																															.7238309	5.580947	8.791527	-3.356058	1.027503	7.148847	8.912753	-2.615851																																	-.5429279	.1674606	-.1902607	2.665285
AN360	21.002157	18.238888	35.44466	126.58807	0	17	360	49	21.909781	InsH2Bfabp_CD15_10dpf_lipids_tank04_plate10_sec16b_200817_0900_e04	19	83	insH2Bfabp	CD15	SEC16B	200817	0900	e04	1	0	0	1	10	0	10	1	.0619682	0	0	0	0	1	0	0	8278	1	.93803176	0	.06196824	14927	1	SEC16B	1																																																															.8744114	26.02647	2.024222	-5.599202	-.8809218	20.12846	1.171736	-6.318186																																	-.8324975	.6056352	-.1902607	1.444075
AN353	25.423664	10.559356	25.317614	35.44466	0	10	353	49	17.662081	InsH2Bfabp_CD15_10dpf_lipids_tank04_plate10_sec16b_200817_0900_f03	19	83	insH2Bfabp	CD15	SEC16B	200817	0900	f03	1	0	0	1	10	0	10	1	1	1	1	1	1	0	.2068436	.79315639	9118	0	0	.34230056	.65769944	19404	1	SEC16B	3																																																															-9.384392	-65.28445	-5.61356	-1.149354	-9.750181	-66.24372	-5.829926	-.8825948																																	-.269975	-1.083081	-.829804	-.0675375
AN361	24.318287	12.479239	25.317614	106.33398	0	18	361	49	17.378902	InsH2Bfabp_CD15_10dpf_lipids_tank04_plate10_sec16b_200817_0900_f04	19	83	insH2Bfabp	CD15	SEC16B	200817	0900	f04	1	0	0	1	10	0	10	1	1	1	1	1	1	0	0	1	2911	0	0	.38267767	.61732233	9329	1	SEC16B	3																																																															-9.233811	5.796307	-3.741391	-2.28712	-9.72884	4.835405	-3.920527	-2.11659																																	-.4307273	.1674606	-.829804	.3203303
AN354	51.952704	18.718859	68.357558	182.28682	0	11	354	49	17.567688	InsH2Bfabp_CD15_10dpf_lipids_tank04_plate10_sec16b_200817_0900_g03	19	83	insH2Bfabp	CD15	SEC16B	200817	0900	g03	1	0	0	1	10	0	10	1	.4653997										.53460031	.1010738	.36432589	11734	1	SEC16B																																																																33.67437	81.58165	2.539979	25.37564	33.30918	80.68697	2.337042	25.6422																																	2.160044	1.609913	1.725713	1.481544
AN362	18.791404	16.07902	25.317614	96.206933	0	19	362	49	10.77137	InsH2Bfabp_CD15_10dpf_lipids_tank04_plate10_sec16b_200817_0900_g04	19	83	insH2Bfabp	CD15	SEC16B	200817	0900	g04	1	0	0	1	10	0	10	1	.057377	0	0	0	0	1	0	0	6870	1	.94262295	0	.05737705	9516	1	SEC16B	1																																																															-9.214989	-4.30681	-.1475752	-7.818053	-7.860063	1.950152	.6555394	-6.341547																																	-1.104836	-.0802211	-.829804	.9986821
AN355	17.686027	5.0396927	12.658807	7.5952842	0	12	355	49	22.381747	InsH2Bfabp_CD15_10dpf_lipids_tank04_plate10_sec16b_200817_0900_h03	19	83	insH2Bfabp	CD15	SEC16B	200817	0900	h03	1	0	0	1	10	0	10	1	1	1			1						0	0	1	2309	1	SEC16B	3																																																															-22.00555	-93.08596	-11.14515	-8.895088	-23.76387	-99.30692	-12.06478	-9.613086																																	-1.191816	-2.019086	-1.409905	-1.166061
AN363	30.950547	21.118712	43.039944	159.50097	0	20	363	49	17.662081	InsH2Bfabp_CD15_10dpf_lipids_tank04_plate10_sec16b_200817_0900_h04	19	83	insH2Bfabp	CD15	SEC16B	200817	0900	h04	1	0	0	1	10	0	10	1	1	1			1						0	.28354851	.71645149	18667	1	SEC16B	3																																																															8.526163	59.01115	4.886153	4.337042	7.898316	57.66108	4.663672	4.412527																																	.3680707	1.254339	.2692676	1.869607
AN364	33.161301	17.518932	35.44466	103.80222	0	21	364	49	16.906935	InsH2Bfabp_CD15_10dpf_lipids_tank04_plate11_sec16b_200817_0900_a05	19	83	insH2Bfabp	CD15	SEC16B	200817	0900	a05	1	0	0	1	11	0	10	1	1	1	.8323781	1	1	.1676219	0	.83237809	11341	1	0	.13021854	.86978146	19905	1	SEC16B	3																																																															.9497016	3.336332	1.280408	6.543747	.5100669	2.776544	1.169643	6.751545																																	.5958401	.0834373	-.1902607	1.288891
AN372	22.107534	13.439181	27.849375	86.079888	0	29	372	49	18.039655	InsH2Bfabp_CD15_10dpf_lipids_tank04_plate11_sec16b_200817_0900_a06	19	83	insH2Bfabp	CD15	SEC16B	200817	0900	a06	1	0	0	1	11	0	10	1	1	1			1						0	.42578378	.57421622	21626	1	SEC16B	3																																																															-6.495002	-14.19457	-2.847057	-4.54241	-7.465911	-16.31104	-3.131205	-4.714792																																	-.6785297	-.2593095	-.6525189	.5207167
AN365	27.634417	12.95921	27.849375	83.548126	0	22	365	49		InsH2Bfabp_CD15_10dpf_lipids_tank04_plate11_sec16b_200817_0900_b05	19	83	insH2Bfabp	CD15	SEC16B	200817	0900	b05	1	0	0	1	11	0	10	1	.6363762										.36362379	.36327801	.2730982	14460	1	SEC16B																																																																-6.62676	-16.89383	-3.285278	1.012815																																					.0032136	-.309379	-.6525189	.4307273
AN373	21.002157	17.278947	30.381137	113.92926	0	30	373	49	20.210701	InsH2Bfabp_CD15_10dpf_lipids_tank04_plate11_sec16b_200817_0900_b06	19	83	insH2Bfabp	CD15	SEC16B	200817	0900	b06	1	0	0	1	11	0	10	1	1	1	1	1	1	0	.24389042	.7561096	20296	0	0	.38156226	.61843774	24439	1	SEC16B	3																																																															-3.944418	13.67874	.9867442	-5.651835	-5.557986	9.13876	.3790449	-6.278735																																	-.8324975	.3534046	-.5119362	1.245847
AN366	28.739794	20.878727	30.381137	118.99279	0	23	366	49		InsH2Bfabp_CD15_10dpf_lipids_tank04_plate11_sec16b_200817_0900_c05	19	83	insH2Bfabp	CD15	SEC16B	200817	0900	c05	1	0	0	1	11	0	10	1	1	1	1	1	1	0	.57081252	.42918748	14609	0	0	.17354068	.82645932	8874	1	SEC16B	3																																																															-4.076176	18.57476	4.628275	2.114143																																					.1289011	.4542952	-.5119362	1.800417
AN374	24.318287	5.2796781	15.190568	27.849375	0	31	374	49		InsH2Bfabp_CD15_10dpf_lipids_tank04_plate11_sec16b_200817_0900_c06	19	83	insH2Bfabp	CD15	SEC16B	200817	0900	c06	1	0	0	1	11	0	10	1	1	1	1	1	1	0	0	1	16244	0	0	.04886836	.95113164	10825	1	SEC16B	3																																																															-19.11616	-72.37722	-11.01849	-2.339754																																					-.4307273	-1.21989	-1.268544	-1.075723
AN367	25.423664	20.638742	40.508182	113.92926	0	24	367	49	20.399488	InsH2Bfabp_CD15_10dpf_lipids_tank04_plate11_sec16b_200817_0900_d05	19	83	insH2Bfabp	CD15	SEC16B	200817	0900	d05	1	0	0	1	11	0	10	1	.0887743	0	0	0	0	1	0	0	16850	1	.91122566	0	.08877434	13968	1	SEC16B	1																																																															6.069692	13.53516	4.382325	-1.206036	4.559755	9.022324	3.750213	-1.756032																																	-.269975	.3534046	.115652	1.710467
AN375	14.369897	17.038961	22.785853	68.357558	0	32	375	49		InsH2Bfabp_CD15_10dpf_lipids_tank04_plate11_sec16b_200817_0900_d06	19	83	insH2Bfabp	CD15	SEC16B	200817	0900	d06	1	0	0	1	11	0	10	1	.0654922	0	0	0	0	1	0	0	19003	1	.93450777	0	.06549223	19300	1	SEC16B	1																																																															-11.50206	-31.84511	.7348301	-12.29219																																					-1.35029	-.5826896	-.9742684	1.19838
AN368	26.529041	19.918786	37.976421	101.27046	0	25	368	49	20.399488	InsH2Bfabp_CD15_10dpf_lipids_tank04_plate11_sec16b_200817_0900_e05	19	83	insH2Bfabp	CD15	SEC16B	200817	0900	e05	1	0	0	1	11	0	10	1	.0714537	0	0	0	0	1	0	0	9224	1	.92854627	0	.07145373	17032	1	SEC16B	1																																																															3.556753	.9002857	3.656405	-.1047081	2.02061	-3.651634	3.023681	-.6738312																																	-.1094816	.012822	-.0288527	1.574445
AN376	29.845171	16.55899	37.976421	129.11983	0	33	376	49	13.225596	InsH2Bfabp_CD15_10dpf_lipids_tank04_plate11_sec16b_200817_0900_e06	19	83	insH2Bfabp	CD15	SEC16B	200817	0900	e06	1	0	0	1	11	0	10	1	.4232675		.6725394			.32746062	0	.67253941	5903	1	.57673248	.13002438	.29324314	12713	1	SEC16B																																																																3.707334	28.94109	.2488951	3.179032	3.998518	31.9555	.6783859	3.895572																																	.2599896	.672479	-.0288527	1.110772
AN369	30.950547	13.919151	55.698751	129.11983	0	26	369	49	13.508776	InsH2Bfabp_CD15_10dpf_lipids_tank04_plate11_sec16b_200817_0900_f05	19	83	insH2Bfabp	CD15	SEC16B	200817	0900	f05	1	0	0	1	11	0	10	1	1	1			1						0	.43096085	.56903915	14050	1	SEC16B	3																																																															21.2979	28.77359	-2.349194	4.31275	21.69213	31.75055	-1.957545	5.106392																																	.3680707	.672479	.9794337	.5843656
AN377	33.161301	20.638742	30.381137	106.33398	0	34	377	49	19.361161	InsH2Bfabp_CD15_10dpf_lipids_tank04_plate11_sec16b_200817_0900_f06	19	83	insH2Bfabp	CD15	SEC16B	200817	0900	f06	1	0	0	1	11	0	10	1	.0875537	0	0	0	0	1	0	0	9348	1	.91244635	.03147353	.05608011	13980	1	SEC16B	1																																																															-3.869128	6.179168	4.322682	6.491113	-5.346299	2.415907	3.838905	5.958074																																	.5958401	.1674606	-.5119362	1.710467
AN370	25.423664	15.359064	35.44466	113.92926	0	27	370	49	19.927521	InsH2Bfabp_CD15_10dpf_lipids_tank04_plate11_sec16b_200817_0900_g05	19	83	insH2Bfabp	CD15	SEC16B	200817	0900	g05	1	0	0	1	11	0	10	1	1	1	0	0	1	1	0	0	2785	1	0	.10879437	.89120563	15635	1	SEC16B	3																																																															1.062637	13.60695	-.9152458	-1.218182	-.3919065	9.495224	-1.478988	-1.73091																																	-.269975	.3534046	-.1902607	.8279615
AN378	25.423664	11.039327	30.381137	88.611649	0	35	378	49	21.060241	InsH2Bfabp_CD15_10dpf_lipids_tank04_plate11_sec16b_200817_0900_g06	19	83	insH2Bfabp	CD15	SEC16B	200817	0900	g06	1	0	0	1	11	0	10	1	.9067948	1	1	1	1	0	0	1	5648	0	.09320513	.78474359	.12205128	15600	1	SEC16B	3																																																															-3.850305	-11.51923	-5.282697	-1.250572	-5.836123	-17.18764	-6.019822	-2.14348																																	-.269975	-.2066066	-.5119362	.009641
AN371	28.739794	11.759283	27.849375	48.103467	0	28	371	49	13.319989	InsH2Bfabp_CD15_10dpf_lipids_tank04_plate11_sec16b_200817_0900_h05	19	83	insH2Bfabp	CD15	SEC16B	200817	0900	h05	1	0	0	1	11	0	10	1	1	1	1	1	1	0	0	1	1855	0	0	.45981242	.54018758	16846	1	SEC16B	3																																																															-6.513824	-52.19492	-4.520991	2.093899	-6.118413	-49.08878	-4.102483	2.887146																																	.1289011	-.9093387	-.6525189	.1809456
AN379	23.212911	17.998903	32.912898	101.27046	0	36	379	49	16.151788	InsH2Bfabp_CD15_10dpf_lipids_tank04_plate11_sec16b_200817_0900_h06	19	83	insH2Bfabp	CD15	SEC16B	200817	0900	h06	1	0	0	1	11	0	10	1	.0905883	0	0	0	0	1	0	0	5184	1	.9094117	0	.0905883	17287	1	SEC16B	1																																																															-1.299721	1.163502	1.670914	-3.465374	-1.918026	.8468831	1.663304	-3.393047																																	-.5429279	.012822	-.3670858	1.399916
AN380	24.318287	14.639107	35.44466	134.18335	0	37	380	49	18.322835	InsH2Bfabp_CD15_10dpf_lipids_tank04_plate12_sec16b_200817_0900_a07	19	83	insH2Bfabp	CD15	SEC16B	200817	0900	a07	1	0	0	1	12	0	10	1	1	1	.7214234	1	1	.27857658	0	.72142339	12449	1	0	.01662907	.98337093	19063	1	SEC16B	3																																																															1.250863	34.10033	-1.694845	-2.364046	-.0101003	31.36021	-2.026007	-2.746238																																	-.4307273	.7985482	-.1902607	.6704608
AN388	28.739794	23.518566	43.039944	111.3975	0	45	388	49	17.850868	InsH2Bfabp_CD15_10dpf_lipids_tank04_plate12_sec16b_200817_0900_a08	19	83	insH2Bfabp	CD15	SEC16B	200817	0900	a08	1	0	0	1	12	0	10	1	.1188733	0									.88112669	.02462238	.09425092	25952	1	SEC16B																																																																8.996727	11.50591	7.136899	2.02507	7.660129	8.971498	6.871049	1.58451																																	.1289011	.2959563	.2692676	2.366674
AN381	25.423664	18.958844	35.44466	78.484604	0	38	381	49	21.909781	InsH2Bfabp_CD15_10dpf_lipids_tank04_plate12_sec16b_200817_0900_b07	19	83	insH2Bfabp	CD15	SEC16B	200817	0900	b07	1	0	0	1	12	0	10	1	.5181143		.6539546			.34604535	.11178841	.54216623	19850	1	.48188573	.24878299	.26933128	19515	1	SEC16B																																																																1.269685	-21.57449	2.618927	-1.262718	-1.035971	-28.29318	1.7536	-2.383378																																	-.269975	-.4155363	-.1902607	1.521218
AN389	25.423664	21.118712	45.571705	159.50097	0	46	389	49	22.948107	InsH2Bfabp_CD15_10dpf_lipids_tank04_plate12_sec16b_200817_0900_b08	19	83	insH2Bfabp	CD15	SEC16B	200817	0900	b08	1	0	0	1	12	0	10	1	.956304	1			1						.04369597	.77262248	.18368156	27760	1	SEC16B	3																																																															11.54731	59.6333	4.731081	-1.295108	8.737183	51.4616	3.706412	-2.777018																																	-.269975	1.254339	.4120444	1.869607
AN382	28.739794	17.518932	43.039944	134.18335	0	39	382	49		InsH2Bfabp_CD15_10dpf_lipids_tank04_plate12_sec16b_200817_0900_c07	19	83	insH2Bfabp	CD15	SEC16B	200817	0900	c07	1	0	0	1	12	0	10	1	1	1	.9107081	1	1	.08929189	.32573998	.58496815	20237	1	0	.23455867	.76544133	14717	1	SEC16B	3																																																															8.883792	34.14819	1.173051	2.049363																																					.1289011	.7985482	.2692676	1.288891
AN390	24.318287	22.318639	35.44466	103.80222	0	47	390	49	19.833128	InsH2Bfabp_CD15_10dpf_lipids_tank04_plate12_sec16b_200817_0900_c08	19	83	insH2Bfabp	CD15	SEC16B	200817	0900	c08	1	0	0	1	12	0	10	1	.7098184	1			1						.29018161	.45357548	.25624291	17620	1	SEC16B	3																																																															1.439088	3.958481	5.925044	-2.404534	-.5127701	-.8311703	5.363112	-3.280879																																	-.4307273	.0834373	-.1902607	2.128045
AN383	25.423664	11.999268	32.912898	91.143411	0	40	383	49		InsH2Bfabp_CD15_10dpf_lipids_tank04_plate12_sec16b_200817_0900_d07	19	83	insH2Bfabp	CD15	SEC16B	200817	0900	d07	1	0	0	1	12	0	10	1	1	1	1	1	1	0	.23884189	.76115811	12883	0	0	.18780456	.81219544	15186	1	SEC16B	3																																																															-1.224431	-8.867828	-4.352577	-1.270816																																					-.269975	-.1479871	-.3670858	.2268854
AN391	23.212911	15.599049	12.658807	118.99279	0	48	391	49		InsH2Bfabp_CD15_10dpf_lipids_tank04_plate12_sec16b_200817_0900_d08	19	83	insH2Bfabp	CD15	SEC16B	200817	0900	d08	1	0	0	1	12	0	10	1	.0992795	0	0	0	0	1	0	0	17225	1	.90072049	.04010892	.05917059	17627	1	SEC16B	1																																																															-21.32794	19.17298	-.8005112	-3.513959																																					-.5429279	.4542952	-1.409905	.8835798
AN384	34.266677	21.838669	48.103467	118.99279	0	41	384	49		InsH2Bfabp_CD15_10dpf_lipids_tank04_plate12_sec16b_200817_0900_e07	19	83	insH2Bfabp	CD15	SEC16B	200817	0900	e07	1	0	0	1	12	0	10	1	.1000677	0	0	0	0	1	0	0	10292	1	.89993232	0	.10006768	19207	1	SEC16B	1																																																															13.98496	19.00548	5.480859	7.568149																																					.7154047	.4542952	.5302942	2.018015
AN385	32.055924	23.038595	50.635228	154.43745	0	42	385	49	18.889195	InsH2Bfabp_CD15_10dpf_lipids_tank04_plate12_sec16b_200817_0900_f07	19	83	insH2Bfabp	CD15	SEC16B	200817	0900	f07	1	0	0	1	12	0	10	1	1	1	.4407632		1	.55923682	0	.44076321	6761	1	0	.13835432	.86164568	12627	1	SEC16B	3																																																															16.53554	54.47406	6.674821	5.353347	14.98274	50.91652	6.256356	4.761938																																	.4806444	1.124338	.6805383	2.272159
AN386	36.477431	22.318639	45.571705	131.65159	0	43	386	49	10.865763	InsH2Bfabp_CD15_10dpf_lipids_tank04_plate12_sec16b_200817_0900_g07	19	83	insH2Bfabp	CD15	SEC16B	200817	0900	g07	1	0	0	1	12	0	10	1	.6083925		1	1	1	0	0	1	3380	0	.39160744	0	.60839256	7316	1	SEC16B	3																																																															11.49084	31.71214	5.948901	9.770804	12.19003	36.92752	6.723299	10.76932																																	.9222268	.7467028	.4120444	2.128045
AN387	21.002157	17.758917	32.912898	63.294035	0	44	387	49	19.833128	InsH2Bfabp_CD15_10dpf_lipids_tank04_plate12_sec16b_200817_0900_h07	19	83	insH2Bfabp	CD15	SEC16B	200817	0900	h07	1	0	0	1	12	0	10	1	.8352836	1	1	1	1	0	0	1	3223	0	.16471639	0	.83528361	21279	1	SEC16B	3																																																															-1.149141	-36.62149	1.383214	-5.708518	-3.022382	-41.2939	.8231176	-6.527481																																	-.8324975	-.6485581	-.3670858	1.342336
AN001	23.212911	9.119444	40.508182	68.357558	0	1	1	42	16.243706	InsH2Bfabp_CD15_10dpf_vast01_tank01_plate01_sec16b_200817_0900_a01	19	73	insH2Bfabp	CD15	SEC16B	200817	0900	a01	1	0	0	1	1	1	10	1	.8731466	1			1						.12685338	0	.87314662	1214	1	SEC16B	3	199232	6226	8376	43	11	32	1	1034955	71956	82	158	118	68	0	200817_200817_0900_a01	86	172990	4080	76.931305	117.56405	1	21585	103	10.17889	0	4473.5211	1113176.9	0	0	1.567e+09	6122.6566	15605.529	4222.1619	1528618.2	0	0	1.688e+09	6592.9523	14859.169	4458.6548	1110066.5	0	0	1.559e+09	6088.895	15577.317	4211.3672	1472153.3	0	0	1.671e+09	6525.708	14889.936	8/17/2020 9:41	4473.521	0	1113177	1528618	0	74.00753	-60039.27	-54851.37	-7.937061	-40.596	.0694434	-3.163736	-7.367104	-41.08389	.0230145	-3.521285	-2.844323	-53956.67	-1290.376	2412.814	-13.93707	.2960526	-462279.8	-14488.46	-14.94483	-31.00539	-9.954125	7.794863	-10.71687	41776.44	-30.46642	.7524055	-.6370437	-.3626485	-.4067242	-.9896026	-1.166479	1.195765	-.5549229	.2160518	-1.01688	-.7058794	-1.199681	-.8276041	-.5549229	.8276041	.1058988	.5470603	-.5429279	-.5826896	.115652	-.2799874
AN009	33.161301	9.5994147	65.825797	124.05631	0	9	9	42	12.142551	InsH2Bfabp_CD15_10dpf_vast01_tank01_plate01_sec16b_200817_0900_a02	19	73	insH2Bfabp	CD15	SEC16B	200817	0900	a02	1	0	0	1	1	1	10	1	1	1	1	1	1	0	0	1	186	0	0	.33636364	.66363636	2640	1	SEC16B	3	225523	6444	6258	52	15	35	1	1658148	94378	104	214	117	67	0	200817_200817_0900_a02	29	113586	1696	64.41583	109.34367	1	14173	68	0	0	4080.8749	1090357.7	0	0	1.584e+09	6186.555	15902.302	4037.5711	1405819.1	0	0	1.607e+09	6276.2323	14851.323	4173.5127	1099898.1	0	0	1.596e+09	6235.5389	15931.84	4032.976	1422387.7	0	0	1.658e+09	6475.9491	15001.382	8/17/2020 10:26	4080.875	0	1090358	1405819	0	-318.6385	46646.16	27087.36	17.53113	15.29418	.5016996	6.752264	19.05594	18.99788	1.06042	7.064159	.155677	-27665.67	-1072.376	294.8146	-4.937069	4.296052	160913.2	7933.544	7.055171	24.99461	-10.95413	6.794863	-67.71687	-17627.56	-48.33462	-.5824836	-.8351834	-.9241241	-.0082456	-.4702759	-.9371445	.482939	.1824072	1.21679	.1907976	.2584591	.3535393	.7488504	-.6437511	.7708607	-.9012228	-.6556518	.5958401	.5675619	1.543283	-.2071439
AN002	19.89678	11.519298	40.508182	106.33398	0	2	2	42	16.600328	InsH2Bfabp_CD15_10dpf_vast01_tank01_plate01_sec16b_200817_0900_b01	19	73	insH2Bfabp	CD15	SEC16B	200817	0900	b01	1	0	0	1	1	1	10	1	.1495449	0	0	0	0	1	0	0	460	1	.85045514	0	.14954486	1538	1	SEC16B	1	278356	7325	5104	64	9	38	1	1861890	110692	103	187	170	69	0	200817_200817_0900_b01	45	116635	2352	70.240401	110.57815	1	14779	132		0	4675.938	1257987.7	1	12	1.995e+09	7793.0052	18125.796	4522.9241	1611162.1	0	0	1.984e+09	7748.8713	16454.48	4676.9356	1253860.5	1	7	1.979e+09	7729.8489	18005.068	4523.5026	1632844.8	0	0	2.066e+09	8068.459	16740.657	8/17/2020 9:53	4676.936	7	1253861	1611162	0	463.0579	-83353.58	-78373.99	-7.918238	-2.595651	2.463333	-6.483915	-7.475748	-3.514292	2.363245	-6.932109	3.155677	25167.33	-191.3758	-859.1854	7.062931	-1.703947	364655.2	24247.54	6.055171	-2.005391	42.04588	8.794863	-51.71687	-14578.56	-34.34312	1.836626	.1287059	.0075502	.3360381	.3799974	.1323128	-.3208232	.9762363	-.4610861	.5074458	1.073839	.1907976	.1073974	1.619856	.9630423	-.5470603	-.6004704	-.9725657	.1674606	.115652	.1289011
